,cap,ini,label,next2Cap,next2T,next2W,nextCap,nextT,nextW,palpite,prev2Cap,prev2T,prev2W,prevCap,prevT,prevW,simb,tipo,word
5320,min,ncap,O,min,adv,como,min,pron-pers,ela,O,min,n,arvoredos,0,punc,",",alpha,v-fin,vive
5321,min,ncap,O,min,art,a,min,adv,como,O,0,punc,",",min,v-fin,vive,alpha,pron-pers,ela
5322,min,ncap,O,min,n,violeta,min,art,a,O,min,v-fin,vive,min,pron-pers,ela,alpha,adv,como
5323,min,ncap,O,min,prp,entre,min,n,violeta,O,min,pron-pers,ela,min,adv,como,alpha,art,a
5324,min,ncap,O,min,art,a,min,prp,entre,O,min,adv,como,min,art,a,alpha,n,violeta
5325,min,ncap,O,min,n,folhagem,min,art,a,O,min,art,a,min,n,violeta,alpha,prp,entre
5326,min,ncap,O,0,punc,",",min,n,folhagem,O,min,n,violeta,min,prp,entre,alpha,art,a
5327,min,ncap,O,min,conj-c,ou,0,punc,",",O,min,prp,entre,min,art,a,alpha,n,folhagem
5328,0,simb,O,min,adv,como,min,conj-c,ou,O,min,art,a,min,n,folhagem,0,punc,","
5329,min,ncap,O,min,n,fada,min,adv,como,O,min,n,folhagem,0,punc,",",alpha,conj-c,ou
5330,min,ncap,O,min,adj,misteriosa,min,n,fada,O,0,punc,",",min,conj-c,ou,alpha,adv,como
5331,min,ncap,O,min,prp,em,min,adj,misteriosa,O,min,conj-c,ou,min,adv,como,alpha,n,fada
5332,min,ncap,O,min,art,uma,min,prp,em,O,min,adv,como,min,n,fada,alpha,adj,misteriosa
5333,min,ncap,O,min,n,gruta,min,art,uma,O,min,n,fada,min,adj,misteriosa,alpha,prp,em
5334,min,ncap,O,min,v-pcp,encantada,min,n,gruta,O,min,adj,misteriosa,min,prp,em,alpha,art,uma
5335,min,ncap,O,0,punc,.,min,v-pcp,encantada,O,min,prp,em,min,art,uma,alpha,n,gruta
5336,min,ncap,O,0,0,0,0,punc,.,O,min,art,uma,min,n,gruta,alpha,v-pcp,encantada
5337,0,simb,O,0,0,0,0,0,0,O,min,n,gruta,min,v-pcp,encantada,0,punc,.
5338,0,simb,O,0,n,cï¿½lebre,0,n,ï¿½,O,0,0,0,0,0,0,0,punc,-
5339,0,ncap,O,0,punc,!,0,n,cï¿½lebre,O,0,0,0,0,punc,-,0,n,ï¿½
5340,0,ncap,O,0,punc,-,0,punc,!,O,0,punc,-,0,n,ï¿½,0,n,cï¿½lebre
5341,0,simb,O,min,v-fin,retorquiu,0,punc,-,O,0,n,ï¿½,0,n,cï¿½lebre,0,punc,!
5342,0,simb,O,min,art,o,min,v-fin,retorquiu,O,0,n,cï¿½lebre,0,punc,!,0,punc,-
5343,min,ncap,O,min,n,doutor,min,art,o,O,0,punc,!,0,punc,-,alpha,v-fin,retorquiu
5344,min,ncap,O,0,punc,-,min,n,doutor,O,0,punc,-,min,v-fin,retorquiu,alpha,art,o
5345,min,ncap,O,min,conj-c,mas,0,punc,-,O,min,v-fin,retorquiu,min,art,o,alpha,n,doutor
5346,0,simb,O,min,adv,como,min,conj-c,mas,O,min,art,o,min,n,doutor,0,punc,-
5347,min,ncap,O,min,v-fin,chegaste,min,adv,como,O,min,n,doutor,0,punc,-,alpha,conj-c,mas
5348,min,ncap,O,min,art,a,min,v-fin,chegaste,O,0,punc,-,min,conj-c,mas,alpha,adv,como
5349,min,ncap,O,min,v-inf,descobrir,min,art,a,O,min,conj-c,mas,min,adv,como,alpha,v-fin,chegaste
5350,min,ncap,O,min,pron-det,essa,min,v-inf,descobrir,O,min,adv,como,min,v-fin,chegaste,alpha,art,a
5351,min,ncap,O,min,n,ninfa,min,pron-det,essa,O,min,v-fin,chegaste,min,art,a,alpha,v-inf,descobrir
5352,min,ncap,O,min,v-pcp,encantada,min,n,ninfa,O,min,art,a,min,v-inf,descobrir,alpha,pron-det,essa
5353,min,ncap,O,0,punc,",",min,v-pcp,encantada,O,min,v-inf,descobrir,min,pron-det,essa,alpha,n,ninfa
5354,min,ncap,O,min,conj-c,e,0,punc,",",O,min,pron-det,essa,min,n,ninfa,alpha,v-pcp,encantada
5355,0,simb,O,min,art,a,min,conj-c,e,O,min,n,ninfa,min,v-pcp,encantada,0,punc,","
5356,min,ncap,O,min,v-inf,ter,min,art,a,O,min,v-pcp,encantada,0,punc,",",alpha,conj-c,e
5357,min,ncap,O,min,n,entrada,min,v-inf,ter,O,0,punc,",",min,conj-c,e,alpha,art,a
5358,min,ncap,O,min,prp,em,min,n,entrada,O,min,conj-c,e,min,art,a,alpha,v-inf,ter
5359,min,ncap,O,min,pron-det,sua,min,prp,em,O,min,art,a,min,v-inf,ter,alpha,n,entrada
5360,min,ncap,O,min,n,gruta,min,pron-det,sua,O,min,v-inf,ter,min,n,entrada,alpha,prp,em
5361,min,ncap,O,min,adj,misteriosa,min,n,gruta,O,min,n,entrada,min,prp,em,alpha,pron-det,sua
5362,min,ncap,O,0,punc,?,min,adj,misteriosa,O,min,prp,em,min,pron-det,sua,alpha,n,gruta
5363,min,ncap,O,0,0,0,0,punc,?,O,min,pron-det,sua,min,n,gruta,alpha,adj,misteriosa
5364,0,simb,O,0,0,0,0,0,0,O,min,n,gruta,min,adj,misteriosa,0,punc,?
5365,0,simb,O,min,n,vos,maxmin,pron-pers,Eu,O,0,0,0,0,0,0,0,punc,-
5366,maxmin,cap,O,min,n,conto,min,n,vos,O,0,0,0,0,punc,-,alpha,pron-pers,Eu
5367,min,ncap,O,min,prp,em,min,n,conto,O,0,punc,-,maxmin,pron-pers,Eu,alpha,n,vos
5368,min,ncap,O,min,num,duas,min,prp,em,O,maxmin,pron-pers,Eu,min,n,vos,alpha,n,conto
5369,min,ncap,O,min,n,palavras,min,num,duas,O,min,n,vos,min,n,conto,alpha,prp,em
5370,min,ncap,O,0,punc,.,min,n,palavras,O,min,n,conto,min,prp,em,alpha,num,duas
5371,min,ncap,O,0,0,0,0,punc,.,O,min,prp,em,min,num,duas,alpha,n,palavras
5372,0,simb,O,0,0,0,0,0,0,O,min,num,duas,min,n,palavras,0,punc,.
5373,maxmin,cap,O,min,art,um,min,pron-pers,eu,O,0,0,0,0,0,0,alpha,v-ger,Passando
5374,min,ncap,O,min,n,dia,min,art,um,O,0,0,0,maxmin,v-ger,Passando,alpha,pron-pers,eu
5375,min,ncap,O,min,art,a,min,n,dia,O,maxmin,v-ger,Passando,min,pron-pers,eu,alpha,art,um
5376,min,ncap,O,min,n,cavalo,min,art,a,O,min,pron-pers,eu,min,art,um,alpha,n,dia
5377,min,ncap,O,min,prp,por,min,n,cavalo,O,min,art,um,min,n,dia,alpha,art,a
5378,min,ncap,O,min,pron-det,sua,min,prp,por,O,min,n,dia,min,art,a,alpha,n,cavalo
5379,min,ncap,O,0,n,chï¿½cara,min,pron-det,sua,O,min,art,a,min,n,cavalo,alpha,prp,por
5380,min,ncap,O,0,punc,",",0,n,chï¿½cara,O,min,n,cavalo,min,prp,por,alpha,pron-det,sua
5381,0,ncap,O,0,n,avistei-a,0,punc,",",O,min,prp,por,min,pron-det,sua,0,n,chï¿½cara
5382,0,simb,O,min,n,sentada,0,n,avistei-a,O,min,pron-det,sua,0,n,chï¿½cara,0,punc,","
5383,0,ncap,O,min,prp,em,min,n,sentada,O,0,n,chï¿½cara,0,punc,",",0,n,avistei-a
5384,min,ncap,O,min,art,um,min,prp,em,O,0,punc,",",0,n,avistei-a,alpha,n,sentada
5385,min,ncap,O,min,n,banco,min,art,um,O,0,n,avistei-a,min,n,sentada,alpha,prp,em
5386,min,ncap,O,min,v-pcp,do,min,n,banco,O,min,n,sentada,min,prp,em,alpha,art,um
5387,min,ncap,O,min,adj,pequeno,min,v-pcp,do,O,min,prp,em,min,art,um,alpha,n,banco
5388,min,ncap,O,min,n,jardim,min,adj,pequeno,O,min,art,um,min,n,banco,alpha,v-pcp,do
5389,min,ncap,O,min,v-pcp,da,min,n,jardim,O,min,n,banco,min,v-pcp,do,alpha,adj,pequeno
5390,min,ncap,O,min,n,frente,min,v-pcp,da,O,min,v-pcp,do,min,adj,pequeno,alpha,n,jardim
5391,min,ncap,O,0,punc,.,min,n,frente,O,min,adj,pequeno,min,n,jardim,alpha,v-pcp,da
5392,min,ncap,O,0,0,0,0,punc,.,O,min,n,jardim,min,v-pcp,da,alpha,n,frente
5393,0,simb,O,0,0,0,0,0,0,O,min,v-pcp,da,min,n,frente,0,punc,.
5394,0,cap,O,min,n,maravilhosa,min,pron-det,sua,O,0,0,0,0,0,0,0,n,Surpreendeu-me
5395,min,ncap,O,min,n,beleza,min,n,maravilhosa,O,0,0,0,0,n,Surpreendeu-me,alpha,pron-det,sua
5396,min,ncap,O,0,punc,.,min,n,beleza,O,0,n,Surpreendeu-me,min,pron-det,sua,alpha,n,maravilhosa
5397,min,ncap,O,0,0,0,0,punc,.,O,min,pron-det,sua,min,n,maravilhosa,alpha,n,beleza
5398,0,simb,O,0,0,0,0,0,0,O,min,n,maravilhosa,min,n,beleza,0,punc,.
5399,maxmin,cap,O,min,conj-s,que,min,v-fin,viu,O,0,0,0,0,0,0,alpha,adv,Como
5400,min,ncap,O,min,pron-pers,eu,min,conj-s,que,O,0,0,0,maxmin,adv,Como,alpha,v-fin,viu
5401,min,ncap,O,min,art,a,min,pron-pers,eu,O,maxmin,adv,Como,min,v-fin,viu,alpha,conj-s,que
5402,min,ncap,O,min,v-fin,contemplava,min,art,a,O,min,v-fin,viu,min,conj-s,que,alpha,pron-pers,eu
5403,min,ncap,O,min,prp,com,min,v-fin,contemplava,O,min,conj-s,que,min,pron-pers,eu,alpha,art,a
5404,min,ncap,O,min,adj,demasiada,min,prp,com,O,min,pron-pers,eu,min,art,a,alpha,v-fin,contemplava
5405,min,ncap,O,min,n,curiosidade,min,adj,demasiada,O,min,art,a,min,v-fin,contemplava,alpha,prp,com
5406,min,ncap,O,0,punc,",",min,n,curiosidade,O,min,v-fin,contemplava,min,prp,com,alpha,adj,demasiada
5407,min,ncap,O,0,n,esgueirou-se,0,punc,",",O,min,prp,com,min,adj,demasiada,alpha,n,curiosidade
5408,0,simb,O,min,adv,como,0,n,esgueirou-se,O,min,adj,demasiada,min,n,curiosidade,0,punc,","
5409,0,ncap,O,min,art,uma,min,adv,como,O,min,n,curiosidade,0,punc,",",0,n,esgueirou-se
5410,min,ncap,O,min,n,borboleta,min,art,uma,O,0,punc,",",0,n,esgueirou-se,alpha,adv,como
5411,min,ncap,O,min,prp,entre,min,n,borboleta,O,0,n,esgueirou-se,min,adv,como,alpha,art,uma
5412,min,ncap,O,min,art,os,min,prp,entre,O,min,adv,como,min,art,uma,alpha,n,borboleta
5413,min,ncap,O,min,n,arbustos,min,art,os,O,min,art,uma,min,n,borboleta,alpha,prp,entre
5414,min,ncap,O,min,n,floridos,min,n,arbustos,O,min,n,borboleta,min,prp,entre,alpha,art,os
5415,min,ncap,O,min,conj-c,e,min,n,floridos,O,min,prp,entre,min,art,os,alpha,n,arbustos
5416,min,ncap,O,min,v-fin,desapareceu,min,conj-c,e,O,min,art,os,min,n,arbustos,alpha,n,floridos
5417,min,ncap,O,0,punc,.,min,v-fin,desapareceu,O,min,n,arbustos,min,n,floridos,alpha,conj-c,e
5418,min,ncap,O,0,0,0,0,punc,.,O,min,n,floridos,min,conj-c,e,alpha,v-fin,desapareceu
5419,0,simb,O,0,0,0,0,0,0,O,min,conj-c,e,min,v-fin,desapareceu,0,punc,.
5420,maxmin,cap,O,min,n,firme,min,art,o,O,0,0,0,0,0,0,alpha,v-fin,Formei
5421,min,ncap,O,0,n,propï¿½sito,min,n,firme,O,0,0,0,maxmin,v-fin,Formei,alpha,art,o
5422,min,ncap,O,min,prp,de,0,n,propï¿½sito,O,maxmin,v-fin,Formei,min,art,o,alpha,n,firme
5423,0,ncap,O,0,n,vï¿½-la,min,prp,de,O,min,art,o,min,n,firme,0,n,propï¿½sito
5424,min,ncap,O,min,conj-c,e,0,n,vï¿½-la,O,min,n,firme,0,n,propï¿½sito,alpha,prp,de
5425,0,ncap,O,min,prp,de,min,conj-c,e,O,0,n,propï¿½sito,min,prp,de,0,n,vï¿½-la
5426,min,ncap,O,0,n,falar-lhe,min,prp,de,O,min,prp,de,0,n,vï¿½-la,alpha,conj-c,e
5427,min,ncap,O,0,punc,",",0,n,falar-lhe,O,0,n,vï¿½-la,min,conj-c,e,alpha,prp,de
5428,0,ncap,O,min,n,custasse,0,punc,",",O,min,conj-c,e,min,prp,de,0,n,falar-lhe
5429,0,simb,O,min,art,o,min,n,custasse,O,min,prp,de,0,n,falar-lhe,0,punc,","
5430,min,ncap,O,min,conj-s,que,min,art,o,O,0,n,falar-lhe,0,punc,",",alpha,n,custasse
5431,min,ncap,O,min,n,custasse,min,conj-s,que,O,0,punc,",",min,n,custasse,alpha,art,o
5432,min,ncap,O,0,punc,.,min,n,custasse,O,min,n,custasse,min,art,o,alpha,conj-s,que
5433,min,ncap,O,0,0,0,0,punc,.,O,min,art,o,min,conj-s,que,alpha,n,custasse
5434,0,simb,O,0,0,0,0,0,0,O,min,conj-s,que,min,n,custasse,0,punc,.
5435,maxmin,cap,O,0,punc,",",min,adv,mais,O,0,0,0,0,0,0,alpha,prp,Por
5436,min,ncap,O,0,n,porï¿½m,0,punc,",",O,0,0,0,maxmin,prp,Por,alpha,adv,mais
5437,0,simb,O,0,punc,",",0,n,porï¿½m,O,maxmin,prp,Por,min,adv,mais,0,punc,","
5438,0,ncap,O,min,conj-s,que,0,punc,",",O,min,adv,mais,0,punc,",",0,n,porï¿½m
5439,0,simb,O,min,n,indagasse,min,conj-s,que,O,0,punc,",",0,n,porï¿½m,0,punc,","
5440,min,ncap,O,min,prp,por,min,n,indagasse,O,0,n,porï¿½m,0,punc,",",alpha,conj-s,que
5441,min,ncap,O,min,pron-det,toda,min,prp,por,O,0,punc,",",min,conj-s,que,alpha,n,indagasse
5442,min,ncap,O,min,art,a,min,pron-det,toda,O,min,conj-s,que,min,n,indagasse,alpha,prp,por
5443,min,ncap,O,0,n,vizinhanï¿½a,min,art,a,O,min,n,indagasse,min,prp,por,alpha,pron-det,toda
5444,min,ncap,O,0,punc,",",0,n,vizinhanï¿½a,O,min,prp,por,min,pron-det,toda,alpha,art,a
5445,0,ncap,O,0,n,nï¿½o,0,punc,",",O,min,pron-det,toda,min,art,a,0,n,vizinhanï¿½a
5446,0,simb,O,min,v-fin,encontrei,0,n,nï¿½o,O,min,art,a,0,n,vizinhanï¿½a,0,punc,","
5447,0,ncap,O,min,art,uma,min,v-fin,encontrei,O,0,n,vizinhanï¿½a,0,punc,",",0,n,nï¿½o
5448,min,ncap,O,0,n,sï¿½,min,art,uma,O,0,punc,",",0,n,nï¿½o,alpha,v-fin,encontrei
5449,min,ncap,O,min,n,pessoa,0,n,sï¿½,O,0,n,nï¿½o,min,v-fin,encontrei,alpha,art,uma
5450,0,ncap,O,min,conj-s,que,min,n,pessoa,O,min,v-fin,encontrei,min,art,uma,0,n,sï¿½
5451,min,ncap,O,min,pron-pers,se,min,conj-s,que,O,min,art,uma,0,n,sï¿½,alpha,n,pessoa
5452,min,ncap,O,min,n,relacionasse,min,pron-pers,se,O,0,n,sï¿½,min,n,pessoa,alpha,conj-s,que
5453,min,ncap,O,min,prp,com,min,n,relacionasse,O,min,n,pessoa,min,conj-s,que,alpha,pron-pers,se
5454,min,ncap,O,min,pron-pers,ela,min,prp,com,O,min,conj-s,que,min,pron-pers,se,alpha,n,relacionasse
5455,min,ncap,O,min,conj-c,e,min,pron-pers,ela,O,min,pron-pers,se,min,n,relacionasse,alpha,prp,com
5456,min,ncap,O,min,conj-s,que,min,conj-c,e,O,min,n,relacionasse,min,prp,com,alpha,pron-pers,ela
5457,min,ncap,O,min,v-fin,pudesse,min,conj-s,que,O,min,prp,com,min,pron-pers,ela,alpha,conj-c,e
5458,min,ncap,O,0,n,apresentar-me,min,v-fin,pudesse,O,min,pron-pers,ela,min,conj-c,e,alpha,conj-s,que
5459,min,ncap,O,0,punc,.,0,n,apresentar-me,O,min,conj-c,e,min,conj-s,que,alpha,v-fin,pudesse
5460,0,ncap,O,0,0,0,0,punc,.,O,min,conj-s,que,min,v-fin,pudesse,0,n,apresentar-me
5461,0,simb,O,0,0,0,0,0,0,O,min,v-fin,pudesse,0,n,apresentar-me,0,punc,.
5462,maxmin,cap,O,min,n,fim,min,prp,por,O,0,0,0,0,0,0,alpha,n,Indaguei
5463,min,ncap,O,min,pron-indp,quem,min,n,fim,O,0,0,0,maxmin,n,Indaguei,alpha,prp,por
5464,min,ncap,O,min,v-fin,era,min,pron-indp,quem,O,maxmin,n,Indaguei,min,prp,por,alpha,n,fim
5465,min,ncap,O,min,art,o,min,v-fin,era,O,min,prp,por,min,n,fim,alpha,pron-indp,quem
5466,min,ncap,O,0,n,proprietï¿½rio,min,art,o,O,min,n,fim,min,pron-indp,quem,alpha,v-fin,era
5467,min,ncap,O,min,v-pcp,da,0,n,proprietï¿½rio,O,min,pron-indp,quem,min,v-fin,era,alpha,art,o
5468,0,ncap,O,0,n,chï¿½cara,min,v-pcp,da,O,min,v-fin,era,min,art,o,0,n,proprietï¿½rio
5469,min,ncap,O,0,punc,",",0,n,chï¿½cara,O,min,art,o,0,n,proprietï¿½rio,alpha,v-pcp,da
5470,0,ncap,O,min,conj-c,e,0,punc,",",O,0,n,proprietï¿½rio,min,v-pcp,da,0,n,chï¿½cara
5471,0,simb,O,min,v-fin,fui,min,conj-c,e,O,min,v-pcp,da,0,n,chï¿½cara,0,punc,","
5472,min,ncap,O,min,v-inf,ter,min,v-fin,fui,O,0,n,chï¿½cara,0,punc,",",alpha,conj-c,e
5473,min,ncap,O,min,prp,com,min,v-inf,ter,O,0,punc,",",min,conj-c,e,alpha,v-fin,fui
5474,min,ncap,O,min,pron-pers,ele,min,prp,com,O,min,conj-c,e,min,v-fin,fui,alpha,v-inf,ter
5475,min,ncap,O,0,punc,.,min,pron-pers,ele,O,min,v-fin,fui,min,v-inf,ter,alpha,prp,com
5476,min,ncap,O,0,0,0,0,punc,.,O,min,v-inf,ter,min,prp,com,alpha,pron-pers,ele
5477,0,simb,O,0,0,0,0,0,0,O,min,prp,com,min,pron-pers,ele,0,punc,.
5478,maxmin,cap,O,min,n,podia,min,pron-det,esse,O,0,0,0,0,0,0,alpha,conj-c,Nem
5479,min,ncap,O,0,n,dar-me,min,n,podia,O,0,0,0,maxmin,conj-c,Nem,alpha,pron-det,esse
5480,min,ncap,O,0,n,informaï¿½ï¿½es,0,n,dar-me,O,maxmin,conj-c,Nem,min,pron-det,esse,alpha,n,podia
5481,0,ncap,O,0,punc,",",0,n,informaï¿½ï¿½es,O,min,pron-det,esse,min,n,podia,0,n,dar-me
5482,0,ncap,O,min,adv,nem,0,punc,",",O,min,n,podia,0,n,dar-me,0,n,informaï¿½ï¿½es
5483,0,simb,O,0,n,servir-me,min,adv,nem,O,0,n,dar-me,0,n,informaï¿½ï¿½es,0,punc,","
5484,min,ncap,O,min,prp,em,0,n,servir-me,O,0,n,informaï¿½ï¿½es,0,punc,",",alpha,adv,nem
5485,0,ncap,O,min,n,coisa,min,prp,em,O,0,punc,",",min,adv,nem,0,n,servir-me
5486,min,ncap,O,min,pron-det,alguma,min,n,coisa,O,min,adv,nem,0,n,servir-me,alpha,prp,em
5487,min,ncap,O,0,punc,.,min,pron-det,alguma,O,0,n,servir-me,min,prp,em,alpha,n,coisa
5488,min,ncap,O,0,0,0,0,punc,.,O,min,prp,em,min,n,coisa,alpha,pron-det,alguma
5489,0,simb,O,0,0,0,0,0,0,O,min,n,coisa,min,pron-det,alguma,0,punc,.
5490,max,cap,O,min,n,inquilino,min,pron-det,seu,O,0,0,0,0,0,0,alpha,art,O
5491,min,ncap,O,min,n,vinha,min,n,inquilino,O,0,0,0,max,art,O,alpha,pron-det,seu
5492,min,ncap,O,min,pron-det,todos,min,n,vinha,O,max,art,O,min,pron-det,seu,alpha,n,inquilino
5493,min,ncap,O,min,art,os,min,pron-det,todos,O,min,pron-det,seu,min,n,inquilino,alpha,n,vinha
5494,min,ncap,O,min,n,meses,min,art,os,O,min,n,inquilino,min,n,vinha,alpha,pron-det,todos
5495,min,ncap,O,min,n,pontualmente,min,n,meses,O,min,n,vinha,min,pron-det,todos,alpha,art,os
5496,min,ncap,O,min,v-inf,adiantar,min,n,pontualmente,O,min,pron-det,todos,min,art,os,alpha,n,meses
5497,min,ncap,O,min,art,o,min,v-inf,adiantar,O,min,art,os,min,n,meses,alpha,n,pontualmente
5498,min,ncap,O,min,n,aluguel,min,art,o,O,min,n,meses,min,n,pontualmente,alpha,v-inf,adiantar
5499,min,ncap,O,min,v-pcp,da,min,n,aluguel,O,min,n,pontualmente,min,v-inf,adiantar,alpha,art,o
5500,min,ncap,O,0,n,chï¿½cara,min,v-pcp,da,O,min,v-inf,adiantar,min,art,o,alpha,n,aluguel
5501,min,ncap,O,0,punc,;,0,n,chï¿½cara,O,min,art,o,min,n,aluguel,alpha,v-pcp,da
5502,0,ncap,O,min,n,eis,0,punc,;,O,min,n,aluguel,min,v-pcp,da,0,n,chï¿½cara
5503,0,simb,O,min,pron-indp,tudo,min,n,eis,O,min,v-pcp,da,0,n,chï¿½cara,0,punc,;
5504,min,ncap,O,min,adv,quanto,min,pron-indp,tudo,O,0,n,chï¿½cara,0,punc,;,alpha,n,eis
5505,min,ncap,O,min,art,a,min,adv,quanto,O,0,punc,;,min,n,eis,alpha,pron-indp,tudo
5506,min,ncap,O,min,n,respeito,min,art,a,O,min,n,eis,min,pron-indp,tudo,alpha,adv,quanto
5507,min,ncap,O,min,n,dele,min,n,respeito,O,min,pron-indp,tudo,min,adv,quanto,alpha,art,a
5508,min,ncap,O,min,n,sabia,min,n,dele,O,min,adv,quanto,min,art,a,alpha,n,respeito
5509,min,ncap,O,0,punc,.,min,n,sabia,O,min,art,a,min,n,respeito,alpha,n,dele
5510,min,ncap,O,0,0,0,0,punc,.,O,min,n,respeito,min,n,dele,alpha,n,sabia
5511,0,simb,O,0,0,0,0,0,0,O,min,n,dele,min,n,sabia,0,punc,.
5512,maxmin,cap,O,min,art,a,min,n,continuei,O,0,0,0,0,0,0,alpha,prop,Todavia
5513,min,ncap,O,min,v-inf,passar,min,art,a,O,0,0,0,maxmin,prop,Todavia,alpha,n,continuei
5514,min,ncap,O,min,pron-det,todas,min,v-inf,passar,O,maxmin,prop,Todavia,min,n,continuei,alpha,art,a
5515,min,ncap,O,min,art,as,min,pron-det,todas,O,min,n,continuei,min,art,a,alpha,v-inf,passar
5516,min,ncap,O,min,n,tardes,min,art,as,O,min,art,a,min,v-inf,passar,alpha,pron-det,todas
5517,min,ncap,O,min,prp,por,min,n,tardes,O,min,v-inf,passar,min,pron-det,todas,alpha,art,as
5518,min,ncap,O,min,adj,defronte,min,prp,por,O,min,pron-det,todas,min,art,as,alpha,n,tardes
5519,min,ncap,O,min,v-pcp,do,min,adj,defronte,O,min,art,as,min,n,tardes,alpha,prp,por
5520,min,ncap,O,min,n,jardim,min,v-pcp,do,O,min,n,tardes,min,prp,por,alpha,adj,defronte
5521,min,ncap,O,0,punc,",",min,n,jardim,O,min,prp,por,min,adj,defronte,alpha,v-pcp,do
5522,min,ncap,O,min,conj-c,mas,0,punc,",",O,min,adj,defronte,min,v-pcp,do,alpha,n,jardim
5523,0,simb,O,min,art,a,min,conj-c,mas,O,min,v-pcp,do,min,n,jardim,0,punc,","
5524,min,ncap,O,0,n,pï¿½,min,art,a,O,min,n,jardim,0,punc,",",alpha,conj-c,mas
5525,min,ncap,O,min,prp,para,0,n,pï¿½,O,0,punc,",",min,conj-c,mas,alpha,art,a
5526,0,ncap,O,min,adj,melhor,min,prp,para,O,min,conj-c,mas,min,art,a,0,n,pï¿½
5527,min,ncap,O,min,n,poder,min,adj,melhor,O,min,art,a,0,n,pï¿½,alpha,prp,para
5528,min,ncap,O,0,n,surpreendï¿½la,min,n,poder,O,0,n,pï¿½,min,prp,para,alpha,adj,melhor
5529,min,ncap,O,min,conj-c,e,0,n,surpreendï¿½la,O,min,prp,para,min,adj,melhor,alpha,n,poder
5530,0,ncap,O,0,n,admirï¿½-la,min,conj-c,e,O,min,adj,melhor,min,n,poder,0,n,surpreendï¿½la
5531,min,ncap,O,0,punc,;,0,n,admirï¿½-la,O,min,n,poder,0,n,surpreendï¿½la,alpha,conj-c,e
5532,0,ncap,O,min,adv,quase,0,punc,;,O,0,n,surpreendï¿½la,min,conj-c,e,0,n,admirï¿½-la
5533,0,simb,O,min,adv,sempre,min,adv,quase,O,min,conj-c,e,0,n,admirï¿½-la,0,punc,;
5534,min,ncap,O,0,punc,",",min,adv,sempre,O,0,n,admirï¿½-la,0,punc,;,alpha,adv,quase
5535,min,ncap,O,0,n,porï¿½m,0,punc,",",O,0,punc,;,min,adv,quase,alpha,adv,sempre
5536,0,simb,O,0,punc,",",0,n,porï¿½m,O,min,adv,quase,min,adv,sempre,0,punc,","
5537,0,ncap,O,min,prp,sem,0,punc,",",O,min,adv,sempre,0,punc,",",0,n,porï¿½m
5538,0,simb,O,min,n,resultado,min,prp,sem,O,0,punc,",",0,n,porï¿½m,0,punc,","
5539,min,ncap,O,0,punc,.,min,n,resultado,O,0,n,porï¿½m,0,punc,",",alpha,prp,sem
5540,min,ncap,O,0,0,0,0,punc,.,O,0,punc,",",min,prp,sem,alpha,n,resultado
5541,0,simb,O,0,0,0,0,0,0,O,min,prp,sem,min,n,resultado,0,punc,.
5542,maxmin,cap,O,min,v-inf,estar,min,v-fin,acontecia,O,0,0,0,0,0,0,alpha,adv,Quando
5543,min,ncap,O,min,n,no,min,v-inf,estar,O,0,0,0,maxmin,adv,Quando,alpha,v-fin,acontecia
5544,min,ncap,O,min,n,jardim,min,n,no,O,maxmin,adv,Quando,min,v-fin,acontecia,alpha,v-inf,estar
5545,min,ncap,O,0,punc,",",min,n,jardim,O,min,v-fin,acontecia,min,v-inf,estar,alpha,n,no
5546,min,ncap,O,0,n,esquivava-se,0,punc,",",O,min,v-inf,estar,min,n,no,alpha,n,jardim
5547,0,simb,O,min,adv,sempre,0,n,esquivava-se,O,min,n,no,min,n,jardim,0,punc,","
5548,0,ncap,O,0,n,ï¿½s,min,adv,sempre,O,min,n,jardim,0,punc,",",0,n,esquivava-se
5549,min,ncap,O,min,pron-det,minhas,0,n,ï¿½s,O,0,punc,",",0,n,esquivava-se,alpha,adv,sempre
5550,0,ncap,O,min,n,vistas,min,pron-det,minhas,O,0,n,esquivava-se,min,adv,sempre,0,n,ï¿½s
5551,min,ncap,O,min,adv,como,min,n,vistas,O,min,adv,sempre,0,n,ï¿½s,alpha,pron-det,minhas
5552,min,ncap,O,min,v-pcp,da,min,adv,como,O,0,n,ï¿½s,min,pron-det,minhas,alpha,n,vistas
5553,min,ncap,O,min,adj,primeira,min,v-pcp,da,O,min,pron-det,minhas,min,n,vistas,alpha,adv,como
5554,min,ncap,O,min,n,vez,min,adj,primeira,O,min,n,vistas,min,adv,como,alpha,v-pcp,da
5555,min,ncap,O,0,punc,.,min,n,vez,O,min,adv,como,min,v-pcp,da,alpha,adj,primeira
5556,min,ncap,O,0,0,0,0,punc,.,O,min,v-pcp,da,min,adj,primeira,alpha,n,vez
5557,0,simb,O,0,0,0,0,0,0,O,min,adj,primeira,min,n,vez,0,punc,.
5558,maxmin,cap,O,0,punc,",",min,n,dia,O,0,0,0,0,0,0,alpha,art,Um
5559,min,ncap,O,0,n,porï¿½m,0,punc,",",O,0,0,0,maxmin,art,Um,alpha,n,dia
5560,0,simb,O,0,punc,",",0,n,porï¿½m,O,maxmin,art,Um,min,n,dia,0,punc,","
5561,0,ncap,O,min,adv,quando,0,punc,",",O,min,n,dia,0,punc,",",0,n,porï¿½m
